time,Thumb-0-x,Thumb-0-y,Thumb-0-z,Thumb-1-x,Thumb-1-y,Thumb-1-z,Thumb-2-x,Thumb-2-y,Thumb-2-z,Thumb-3-x,Thumb-3-y,Thumb-3-z,Thumb-4-x,Thumb-4-y,Thumb-4-z,Index-0-x,Index-0-y,Index-0-z,Index-1-x,Index-1-y,Index-1-z,Index-2-x,Index-2-y,Index-2-z,Index-3-x,Index-3-y,Index-3-z,Index-4-x,Index-4-y,Index-4-z,Middle-0-x,Middle-0-y,Middle-0-z,Middle-1-x,Middle-1-y,Middle-1-z,Middle-2-x,Middle-2-y,Middle-2-z,Middle-3-x,Middle-3-y,Middle-3-z,Middle-4-x,Middle-4-y,Middle-4-z,Ring-0-x,Ring-0-y,Ring-0-z,Ring-1-x,Ring-1-y,Ring-1-z,Ring-2-x,Ring-2-y,Ring-2-z,Ring-3-x,Ring-3-y,Ring-3-z,Ring-4-x,Ring-4-y,Ring-4-z,Pinky-0-x,Pinky-0-y,Pinky-0-z,Pinky-1-x,Pinky-1-y,Pinky-1-z,Pinky-2-x,Pinky-2-y,Pinky-2-z,Pinky-3-x,Pinky-3-y,Pinky-3-z,Pinky-4-x,Pinky-4-y,Pinky-4-z
1696006088955713,-18.996049880981445,146.39944458007812,70.54530334472656,-18.996049880981445,146.39944458007812,70.54530334472656,-46.85892105102539,145.88230895996094,36.160064697265625,-70.23370361328125,150.25050354003906,17.492748260498047,-88.72053527832031,158.85977172851562,13.655449867248535,-10.351712226867676,161.07949829101562,58.23648452758789,-19.947072982788086,139.99607849121094,-2.7434403896331787,-19.669918060302734,146.7745361328125,-40.227603912353516,-19.553409576416016,149.8594207763672,-61.43507385253906,-19.497207641601562,151.5558319091797,-76.48883819580078,0.3158743679523468,161.29931640625,55.923179626464844,-0.3383086919784546,140.6019744873047,-2.368593454360962,-3.837629556655884,147.69384765625,-44.368011474609375,-6.239114761352539,150.759765625,-69.2789077758789,-8.029057502746582,152.09852600097656,-85.79045104980469,11.05801773071289,159.5115966796875,55.66543960571289,18.811819076538086,140.4680633544922,4.071140766143799,35.524742126464844,139.73703002929688,-31.839139938354492,45.76401901245117,138.470947265625,-54.12953186035156,52.58882141113281,137.12472534179688,-69.16466522216797,21.0307559967041,152.75033569335938,59.417049407958984,35.4052619934082,137.02020263671875,12.6274995803833,45.84606170654297,138.5009002685547,-16.89747428894043,51.363319396972656,138.5947723388672,-33.33820724487305,56.014564514160156,138.1074981689453,-47.88829803466797
1696006088967860,-19.07394790649414,146.8002471923828,70.54581451416016,-19.07394790649414,146.8002471923828,70.54581451416016,-47.04988098144531,146.2187957763672,36.2535285949707,-70.50287628173828,150.55184936523438,17.676345825195312,-89.01532745361328,159.14303588867188,13.922927856445312,-10.491022109985352,161.4790496826172,58.19260787963867,-20.174938201904297,140.26963806152344,-2.7296040058135986,-19.98081398010254,147.00950622558594,-40.221248626708984,-19.90971565246582,150.06723022460938,-61.4328498840332,-19.88472557067871,151.74072265625,-76.48926544189453,0.1708066612482071,161.71937561035156,55.85492706298828,-0.5668240189552307,140.92112731933594,-2.39992618560791,-4.195281982421875,148.11903381347656,-44.37034225463867,-6.668178558349609,151.26051330566406,-69.26482391357422,-8.50259017944336,152.6564178466797,-85.76676177978516,10.916420936584473,159.95584106445312,55.5760498046875,18.59798240661621,140.8421173095703,3.99690580368042,35.24203109741211,140.13833618164062,-31.945892333984375,45.44062423706055,138.88711547851562,-54.255767822265625,52.23917007446289,137.54945373535156,-69.30355072021484,20.913063049316406,153.223876953125,59.31669998168945,35.218482971191406,137.44691467285156,12.521746635437012,45.585628509521484,138.9640350341797,-17.027320861816406,51.06863021850586,139.0906982421875,-33.47929000854492,55.69504165649414,138.64195251464844,-48.038536071777344
1696006088979217,-19.193212509155273,147.1650390625,70.51274871826172,-19.193212509155273,147.1650390625,70.51274871826172,-47.24385452270508,146.47183227539062,36.283626556396484,-70.74717712402344,150.72412109375,17.751436233520508,-89.2878189086914,159.26356506347656,14.019176483154297,-10.67065715789795,161.84280395507812,58.116580963134766,-20.39994239807129,140.48886108398438,-2.7478840351104736,-20.261634826660156,147.20159912109375,-40.2446403503418,-20.220088958740234,150.24014282226562,-61.45907974243164,-20.214754104614258,151.8972930908203,-76.51732635498047,-0.013463989831507206,162.1072540283203,55.760440826416016,-0.7931275963783264,141.1937255859375,-2.4525790214538574,-4.537002086639404,148.41360473632812,-44.409080505371094,-7.075060844421387,151.57151794433594,-69.29492950439453,-8.950815200805664,152.97996520996094,-85.79114532470703,10.73637580871582,160.37210083007812,55.46684646606445,18.3825626373291,141.17872619628906,3.912027359008789,34.98758316040039,140.51173400878906,-32.04951858520508,45.165138244628906,139.28529357910156,-54.3703727722168,51.95143127441406,137.96527099609375,-69.42524719238281,20.757396697998047,153.67434692382812,59.20368194580078,35.02647018432617,137.8448486328125,12.415372848510742,45.339988708496094,139.37623596191406,-17.15172004699707,50.79755401611328,139.51632690429688,-33.61203384399414,55.404964447021484,139.08355712890625,-48.177791595458984
1696006088991205,-19.30314064025879,147.4365234375,70.49879455566406,-19.30314064025879,147.4365234375,70.49879455566406,-47.43025588989258,146.687744140625,36.33366012573242,-70.98705291748047,150.90451049804688,17.861343383789062,-89.54844665527344,159.4227294921875,14.184083938598633,-10.828275680541992,162.1156768798828,58.07160949707031,-20.592958450317383,140.65928649902344,-2.751142978668213,-20.47846794128418,147.3809356689453,-40.24638748168945,-20.448854446411133,150.4167938232422,-61.46122741699219,-20.450986862182617,152.066650390625,-76.52027130126953,-0.17480745911598206,162.39959716796875,55.7009391784668,-0.9873119592666626,141.4062042236328,-2.4828765392303467,-4.827876567840576,148.68470764160156,-44.420501708984375,-7.4210991859436035,151.87969970703125,-69.29592895507812,-9.332252502441406,153.31362915039062,-85.785888671875,10.57829761505127,160.6868896484375,55.39536666870117,18.196802139282227,141.44049072265625,3.856220006942749,34.78062438964844,140.8266143798828,-32.11605453491211,44.94691467285156,139.62911987304688,-54.44361114501953,51.726654052734375,138.3258819580078,-69.50289916992188,20.618486404418945,154.01547241210938,59.127845764160156,34.85903549194336,138.1533966064453,12.341875076293945,45.13003158569336,139.69900512695312,-17.23927879333496,50.568241119384766,139.85382080078125,-33.70586395263672,55.16200637817383,139.4392547607422,-48.276458740234375
1696006089002211,-19.427610397338867,147.62200927734375,70.47915649414062,-19.427610397338867,147.62200927734375,70.47915649414062,-47.59427261352539,146.82452392578125,36.34772491455078,-71.17860412597656,151.00318908691406,17.90190315246582,-89.75634765625,159.48736572265625,14.228533744812012,-10.987418174743652,162.3060302734375,58.03415298461914,-20.764244079589844,140.7872314453125,-2.7645909786224365,-20.652469635009766,147.54408264160156,-40.25351333618164,-20.623062133789062,150.594482421875,-61.46626663208008,-20.624473571777344,152.25082397460938,-76.52460479736328,-0.33633261919021606,162.60614013671875,55.654781341552734,-1.1596789360046387,141.56741333007812,-2.5125064849853516,-5.058518409729004,148.95713806152344,-44.42530059814453,-7.684854984283447,152.21994018554688,-69.28844451904297,-9.617264747619629,153.69935607910156,-85.77190399169922,10.419401168823242,160.9113311767578,55.34193801879883,18.02938461303711,141.63885498046875,3.8112785816192627,34.603607177734375,141.07550048828125,-32.16624450683594,44.766082763671875,139.91067504882812,-54.49726867675781,51.54454040527344,138.63006591796875,-69.55907440185547,20.473800659179688,154.2596893310547,59.07145309448242,34.703887939453125,138.3863067626953,12.28613567352295,44.95294952392578,139.97183227539062,-17.30051040649414,50.38295364379883,140.1555938720703,-33.769508361816406,54.97267150878906,139.77171325683594,-48.342220306396484
1696006089014593,-19.54996109008789,147.7728729248047,70.46186828613281,-19.54996109008789,147.7728729248047,70.46186828613281,-47.74885177612305,146.9591522216797,36.35743713378906,-71.35890197753906,151.12710571289062,17.942127227783203,-89.94813537597656,159.5835723876953,14.262940406799316,-11.136686325073242,162.46165466308594,58.00426483154297,-20.918231964111328,140.8969268798828,-2.77744460105896,-20.801403045654297,147.7047119140625,-40.25713348388672,-20.767940521240234,150.78147888183594,-61.4660758972168,-20.765697479248047,152.45458984375,-76.52255249023438,-0.4873494803905487,162.77496337890625,55.6187744140625,-1.3146063089370728,141.70387268066406,-2.5367472171783447,-5.245894432067871,149.21327209472656,-44.42523193359375,-7.888498783111572,152.5550537109375,-69.27616119384766,-9.830102920532227,154.09112548828125,-85.75335693359375,10.270501136779785,161.0946044921875,55.300819396972656,17.877872467041016,141.80479431152344,3.7762610912323,34.443450927734375,141.31410217285156,-32.20630645751953,44.60513687133789,140.21385192871094,-54.54096603393555,51.38612365722656,138.9884033203125,-69.6062240600586,20.336013793945312,154.45863342285156,59.02827835083008,34.5615119934082,138.57945251464844,12.243532180786133,44.795352935791016,140.2018280029297,-17.346385955810547,50.21937942504883,140.4095001220703,-33.81707000732422,54.805782318115234,140.0492401123047,-48.39142608642578
1696006089024621,-19.64474868774414,147.9014434814453,70.46923065185547,-19.64474868774414,147.9014434814453,70.46923065185547,-47.879329681396484,147.11781311035156,36.39363479614258,-71.51313781738281,151.30874633789062,18.01404571533203,-90.10582733154297,159.7658233642578,14.353804588317871,-11.248770713806152,162.58966064453125,57.99928283691406,-21.049396514892578,140.986572265625,-2.765730142593384,-20.926313400268555,147.8472900390625,-40.23574447631836,-20.888641357421875,150.95162963867188,-61.4406623840332,-20.88298225402832,152.6424560546875,-76.49516296386719,-0.6009990572929382,162.9091796875,55.607635498046875,-1.4462084770202637,141.807373046875,-2.5364835262298584,-5.408531665802002,149.404541015625,-44.406211853027344,-8.067216873168945,152.80618286132812,-69.24730682373047,-10.018243789672852,154.3862762451172,-85.71922302246094,10.157845497131348,161.23619079589844,55.28450012207031,17.74974250793457,141.92498779296875,3.765669584274292,34.31020736694336,141.48306274414062,-32.219886779785156,44.470367431640625,140.41685485839844,-54.556884765625,51.25136184692383,139.21644592285156,-69.62415313720703,20.2300968170166,154.60919189453125,59.00973129272461,34.440399169921875,138.71572875976562,12.2252197265625,44.656829833984375,140.36517333984375,-17.36921501159668,50.07484817504883,140.59632873535156,-33.8415641784668,54.658935546875,140.26327514648438,-48.41729736328125
1696006089036668,-19.75627326965332,148.03756713867188,70.47415161132812,-19.75627326965332,148.03756713867188,70.47415161132812,-48.044960021972656,147.29190063476562,36.44260787963867,-71.7193832397461,151.5191192626953,18.12369728088379,-90.31665802001953,159.9979248046875,14.537786483764648,-11.38214111328125,162.72628784179688,57.99011993408203,-21.200828552246094,141.07763671875,-2.7557647228240967,-21.061702728271484,148.00942993164062,-40.212642669677734,-21.013824462890625,151.1552734375,-61.41142272949219,-21.00018882751465,152.87608337402344,-76.46251678466797,-0.7361970543861389,163.05445861816406,55.591522216796875,-1.5982868671417236,141.9171600341797,-2.539457082748413,-5.586590766906738,149.59393310546875,-44.3922004699707,-8.257330894470215,153.05267333984375,-69.22410583496094,-10.214495658874512,154.67626953125,-85.69107055664062,10.024022102355957,161.3914794921875,55.262550354003906,17.601539611816406,142.05674743652344,3.7504329681396484,34.15734100341797,141.6855010986328,-32.23806381225586,44.317604064941406,140.67385864257812,-54.57755661010742,51.100616455078125,139.51649475097656,-69.64728546142578,20.10491371154785,154.77626037597656,58.98533248901367,34.300594329833984,138.86834716796875,12.2012939453125,44.493778228759766,140.55418395996094,-17.39910888671875,49.90122604370117,140.80967712402344,-33.874568939208984,54.47783279418945,140.50115966796875,-48.453189849853516
1696006089048175,-19.855018615722656,148.14578247070312,70.47677612304688,-19.855018615722656,148.14578247070312,70.47677612304688,-48.184085845947266,147.42994689941406,36.47820281982422,-71.87943267822266,151.67323303222656,18.190078735351562,-90.48011016845703,160.16107177734375,14.643401145935059,-11.497742652893066,162.8337860107422,57.98060989379883,-21.328886032104492,141.1439208984375,-2.748554229736328,-21.173444747924805,148.13671875,-40.194026947021484,-21.11545753479004,151.31729125976562,-61.38759994506836,-21.09408187866211,153.06256103515625,-76.43586730957031,-0.8531784415245056,163.16856384277344,55.57680892944336,-1.7268768548965454,141.99819946289062,-2.5419604778289795,-5.735903263092041,149.74114990234375,-44.38052749633789,-8.41850757598877,153.23963928222656,-69.2055892944336,-10.38339900970459,154.88946533203125,-85.66902160644531,9.908123016357422,161.51344299316406,55.243690490722656,17.475801467895508,142.15562438964844,3.7387943267822266,34.02816390991211,141.83375549316406,-32.25176239013672,44.18660354614258,140.84693908691406,-54.59319305419922,50.96845245361328,139.70252990722656,-69.66443634033203,19.99570655822754,154.90782165527344,58.96540832519531,34.18121337890625,138.98440551757812,12.183555603027344,44.36082077026367,140.69937133789062,-17.419845581054688,49.764190673828125,140.97885131835938,-33.89625549316406,54.34000778198242,140.69744873046875,-48.47567367553711
1696006089059054,-19.9471435546875,148.23597717285156,70.47880554199219,-19.9471435546875,148.23597717285156,70.47880554199219,-48.318172454833984,147.57948303222656,36.5140380859375,-72.04285430908203,151.86962890625,18.274946212768555,-90.64285278320312,160.39767456054688,14.822457313537598,-11.604632377624512,162.9233856201172,57.97207260131836,-21.4433650970459,141.19589233398438,-2.7424087524414062,-21.269311904907227,148.25469970703125,-40.175411224365234,-21.19995880126953,151.47320556640625,-61.36322021484375,-21.169979095458984,153.24549865722656,-76.40831756591797,-0.9611945152282715,163.2642822265625,55.564144134521484,-1.8418748378753662,142.06378173828125,-2.543532371520996,-5.868190765380859,149.8406524658203,-44.374149322509766,-8.561494827270508,153.35621643066406,-69.19564056396484,-10.533807754516602,155.01524353027344,-85.65726470947266,9.80112075805664,161.61639404296875,55.227867126464844,17.363021850585938,142.2376251220703,3.730006217956543,33.92213439941406,141.97030639648438,-32.25789260864258,44.08673095703125,141.02304077148438,-54.598236083984375,50.87398147583008,139.9085235595703,-69.6692886352539,19.894636154174805,155.01963806152344,58.94919204711914,34.07374954223633,139.08221435546875,12.17016887664795,44.2438850402832,140.822021484375,-17.435035705566406,49.643516540527344,141.11767578125,-33.91238784790039,54.21722412109375,140.85232543945312,-48.49277114868164
